311 Case Number,Date Opened,Status,Case Type,Sub Type,Service Address,Asset: Asset Name
390775,6/15/2020,Completed,Code Enforcement,Tall Grass ? Code Enforcement,"113 TRIMBLE AVE, CARY 275116208",
461100,11/9/2020,Closed on Call,Code Enforcement,Hazard Tree ? Code Enforcement,"113 WILLISTON WAY, CARY 27519",
353836,3/18/2020,Closed,Code Enforcement,Dumping ? Code Enforcement,"113 YORKHILL DR, CARY 275138301",
467482,11/23/2020,Completed,Code Enforcement,Hazard Tree ? Code Enforcement,"114 BRASS RING CT, CARY 275133616",
349089,3/6/2020,Completed,Code Enforcement,Cart Roll?In ? Code Enforcement,"114 KAREN CT, CARY 275114965",
356704,3/26/2020,Completed,Code Enforcement,Hazard Tree ? Code Enforcement,"115 KEITHWOOD LN, CARY 275117236",
461859,11/10/2020,Closed,Public Works,Code Enforcement Inquiry,"115 LUXON PL, CARY 275134807",
426522,9/1/2020,Closed,Public Works,Code Enforcement Inquiry,"115 SILVERRIDGE CT, CARY 275132847",
363045,4/11/2020,Completed,Code Enforcement,Graffiti/Defacement,"115 W CHATHAM ST, CARY 275113318",
492346,1/22/2021,Completed,Code Enforcement,Dumping ? Code Enforcement,"1150 SE MAYNARD RD, CARY 275114164",
403723,7/14/2020,Work Completed,Code Enforcement,Tall Grass ? Code Enforcement,"116 ANNANDALE DR, CARY 275116502",
412904,8/3/2020,Work Completed,Code Enforcement,Tall Grass ? Code Enforcement,"116 ANNANDALE DR, CARY 275116502",
426630,9/1/2020,Closed,Code Enforcement,Hazard Tree ? Code Enforcement,"116 BOSSWOOD CT, CARY 275188658",
349091,3/6/2020,Completed,Code Enforcement,Cart Roll?In ? Code Enforcement,"116 KAREN CT, CARY 275114965",
459908,11/6/2020,Closed,Public Works,Code Enforcement Inquiry,"116 LUXON PL, CARY 275134807",
449032,10/19/2020,Completed,Code Enforcement,Cart Roll?In ? Code Enforcement,"116 PITTARD SEARS RD, CARY 27519",
452462,10/24/2020,Closed,Code Enforcement,Cart Roll?In ? Code Enforcement,"116 PITTARD SEARS RD, CARY 27519",
455838,11/1/2020,Completed,Code Enforcement,Cart Roll?In ? Code Enforcement,"116 PITTARD SEARS RD, CARY 27519",
507511,2/28/2021,Closed,Code Enforcement,Cart Roll?In ? Code Enforcement,"116 PITTARD SEARS RD, CARY 27519",
393907,6/22/2020,Work Completed,Code Enforcement,Tall Grass ? Code Enforcement,"116 WILLOUGHBY LN, CARY 275134142",
418198,8/14/2020,Closed,Code Enforcement,Street Cleaning ? Code Enforcement,"116 WYASTON CT, CARY 27519",
502730,2/17/2021,Closed,Code Enforcement,Sight Obstruction ? Code Enforcement,"117 LEGAULT DR, CARY 275131777",
487960,1/11/2021,Closed,Code Enforcement,Street Cleaning ? Code Enforcement,"117 SOUTHWICK CT, CARY 275131714",
346561,3/2/2020,Completed,Code Enforcement,Hazard Tree ? Code Enforcement,"118 BARNES SPRING CT, CARY 275196666",White Oak Greenway
480392,12/21/2020,Closed,Public Works,Code Enforcement Inquiry,"118 BARNES SPRING CT, CARY 275196666",White Oak Greenway
513606,3/11/2021,Work Completed,Code Enforcement,Dumping ? Code Enforcement,"118 BARNES SPRING CT, CARY 275196666",White Oak Greenway
393725,6/22/2020,Completed,Code Enforcement,Tall Grass ? Code Enforcement,"118 RIPLEY CT, CARY 275135121",
448959,10/19/2020,Closed,Code Enforcement,Tall Grass ? Code Enforcement,"118 SHIRLEY DR, CARY 275113849",
481871,12/26/2020,Work Completed,Code Enforcement,Hazard Tree ? Code Enforcement,"119 CASTLEFERN DR, CARY 275135157",
395820,6/26/2020,Completed,Code Enforcement,Tall Grass ? Code Enforcement,"119 FISHERS CREEK CT, CARY 275132713",
399032,7/3/2020,Closed,Code Enforcement,Tall Grass ? Code Enforcement,"119 FISHERS CREEK CT, CARY 275132713",
340339,2/17/2020,Work Completed,Code Enforcement,Street Cleaning ? Code Enforcement,"119 POPLAR BRANCH LN, CARY 275198192",
345923,2/28/2020,Completed,Code Enforcement,Cart Roll?In ? Code Enforcement,"119 RIVERWALK CIR, CARY 275117246",
347979,3/4/2020,Closed,Code Enforcement,Hazard Tree ? Code Enforcement,"120 COVE CREEK DR, CARY 275196101",
335661,2/4/2020,Completed,Code Enforcement,Hazard Tree ? Code Enforcement,"120 MAURY ODELL PL, CARY 275133599",Park Site: Fred G. Bond Metro Park
504822,2/22/2021,Closed,Code Enforcement,Dumping ? Code Enforcement,"120 MORAVIA LN, CARY 275135740",
433352,9/16/2020,Work Completed,Code Enforcement,Hazard Tree ? Code Enforcement,"1200 KINGSTON RIDGE RD, CARY 275115914",
530191,4/12/2021,Closed,Code Enforcement,Dumping ? Code Enforcement,"1200 WHITE OAK CHURCH RD, APEX 27523",
382204,5/26/2020,Closed on Call,Public Works,Code Enforcement Inquiry,"1203 BELHAVEN RD, CARY 275134016",
333768,2/3/2020,Closed,Code Enforcement,Dumping ? Code Enforcement,"1205 NE MAYNARD RD, CARY 275134175",
434902,9/18/2020,Completed,Code Enforcement,Tall Grass ? Code Enforcement,"1206 CASTALIA DR, CARY 275134857",
366056,4/20/2020,Completed,Code Enforcement,Hazard Tree ? Code Enforcement,"1207 PARKTOP DR, CARY 27513",
424769,8/27/2020,Closed,Public Works,Code Enforcement Inquiry,"1209 SEABROOK AVE, CARY 275115744",
337352,2/8/2020,Closed,Public Works,Code Enforcement Inquiry,"121 W SKYHAWK DR, CARY 275132821",
520932,3/25/2021,Closed,Code Enforcement,Hazard Tree ? Code Enforcement,"121 WESTONGATE WAY, CARY 275132974",
486026,1/6/2021,Closed,Public Works,Code Enforcement Inquiry,"1211 BROADFORD DR, CARY 275115044",
368270,4/24/2020,Completed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"1212 NOTTINGHAM DR, CARY 275115941",
486280,1/6/2021,Closed,Code Enforcement,Dumping ? Code Enforcement,"1213 BROADFORD DR, CARY 275115044",
494737,1/28/2021,Closed on Call,Public Works,Code Enforcement Inquiry,"1213 BROADFORD DR, CARY 275115044",
410875,7/29/2020,Closed,Public Works,Code Enforcement Inquiry,"1216 COOPER DR, RALEIGH 276074901",
342116,2/20/2020,Completed,Code Enforcement,Hazard Tree ? Code Enforcement,"1216 LANE DR, CARY 275114713",
433862,9/16/2020,Closed on Call,Public Works,Code Enforcement Inquiry,"1216 WICKLOW DR, CARY 275114422",
395330,6/25/2020,Closed,Public Works,Code Enforcement Inquiry,"1218 GIFFORD CT, CARY 275115113",
510739,3/7/2021,Closed,Code Enforcement,Hazard Tree ? Code Enforcement,"122 HAMILTON HEDGE PL, CARY 275199144",Park Site: Carpenter Park
461157,11/9/2020,Closed,Code Enforcement,Dumping ? Code Enforcement,"122 SW MAYNARD RD, CARY 275114402",
511750,3/8/2021,In Progress,Code Enforcement,Dumping ? Code Enforcement,"122 SW MAYNARD RD, CARY 275114402",
512979,3/10/2021,Duplicate,Code Enforcement,Dumping ? Code Enforcement,"122 SW MAYNARD RD, CARY 275114402",
513478,3/11/2021,Duplicate,Public Works,Code Enforcement Inquiry,"122 SW MAYNARD RD, CARY 275114402",
382067,5/26/2020,Closed,Public Works,Code Enforcement Inquiry,"1221 POND ST, CARY 275114417",
352693,3/16/2020,Closed,Code Enforcement,Material Not Prepared ? Code Enforcement,"1222 CEDAR CREEK DR, CARY 275134947",
362221,4/8/2020,Closed,Code Enforcement,Street Cleaning ? Code Enforcement,"1225 KILDAIRE FARM RD, CARY 275115523",
422610,8/23/2020,Work Completed,Code Enforcement,Sight Obstruction ? Code Enforcement,"123 MERRY HILL DR, CARY 275182219",
513443,3/11/2021,Closed,Public Works,Code Enforcement Inquiry,"123 WINDWARD CT, CARY 275132845",
472511,12/3/2020,New,Code Enforcement,Tall Grass ? Code Enforcement,"1232 FAIRLANE RD, CARY 275115904",
386471,6/4/2020,Closed,Public Works,Code Enforcement Inquiry,"1232 KINGSTON RIDGE RD, CARY 275115914",
454940,10/29/2020,Completed,Code Enforcement,Sight Obstruction ? Code Enforcement,"1232 KINGSTON RIDGE RD, CARY 275115914",
487720,1/11/2021,Closed,Public Works,Code Enforcement Inquiry,"124 OAK HILL LOOP, CARY 275132417",
353257,3/17/2020,Completed,Code Enforcement,Dumping ? Code Enforcement,"124 SUMMER LAKES DR, CARY 275133417",
377281,5/13/2020,Work Completed,Code Enforcement,Hazard Tree ? Code Enforcement,"125 ANTLER POINT DR, CARY 275134944",
385619,6/3/2020,Closed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"125 ASHLEY BROOK CT, CARY 275131654",
418284,8/14/2020,Work Completed,Code Enforcement,Tall Grass ? Code Enforcement,"1259 TARBERT DR, CARY 275115245",
375300,5/8/2020,Closed,Public Works,Code Enforcement Inquiry,"126 GLENMORE RD, CARY 275196151",
345925,2/28/2020,Completed,Code Enforcement,Cart Roll?In ? Code Enforcement,"127 RIVERWALK CIR, CARY 275117246",
448524,10/16/2020,Work Completed,Code Enforcement,Tall Grass ? Code Enforcement,"128 SHIRLEY DR, CARY 275113850",
455270,10/30/2020,Closed,Public Works,Code Enforcement Inquiry,"128 SHIRLEY DR, CARY 275113850",
406192,7/20/2020,Closed on Call,Code Enforcement,Hazard Tree ? Code Enforcement,"129 MALTLAND DR, CARY 275189014",
345926,2/28/2020,Completed,Code Enforcement,Cart Roll?In ? Code Enforcement,"129 RIVERWALK CIR, CARY 275117246",
397774,7/1/2020,Completed,Code Enforcement,Hazard Tree ? Code Enforcement,"1300 HIGHLAND TRL, CARY 275115138",
519244,3/23/2021,Closed,Code Enforcement,Dumping ? Code Enforcement,"1300 KINGSTON RIDGE RD, CARY 275115915",
492459,1/22/2021,Closed on Call,Public Works,Code Enforcement Inquiry,"1301 COMMONS FORD PL, APEX 27539",
382496,5/27/2020,Completed,Code Enforcement,Tall Grass ? Code Enforcement,"1303 KILMORY DR, CARY 275115015",
323487,1/13/2020,Closed,Code Enforcement,Hazard Tree ? Code Enforcement,"1304 LAKE PINE DR, CARY 275115216",
514637,3/15/2021,In Progress,Code Enforcement,Dumping ? Code Enforcement,"1308 CASTALIA DR, CARY 275134859",Black Creek Greenway
427221,9/2/2020,Work Completed,Code Enforcement,Tall Grass ? Code Enforcement,"1308 KILMORY DR, CARY 275115016",
427219,9/2/2020,Work Completed,Code Enforcement,Tall Grass ? Code Enforcement,"1308 ROTHES RD, CARY 275115023",
520048,3/24/2021,Closed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"1313 KILDAIRE FARM RD, CARY 275115525",Segment: HIGH MEADOW DR (127 ? 179)
416643,8/11/2020,Completed,Code Enforcement,Tall Grass ? Code Enforcement,"1315 DOYLIN DR, CARY 275115849",
334142,2/3/2020,Closed,Code Enforcement,Dumping ? Code Enforcement,"1317 HELMSDALE DR, CARY 275115230",
374615,5/7/2020,Closed,Public Works,Code Enforcement Inquiry,"132 HAMILTON HEDGE PL, CARY 275199144",
419102,8/17/2020,Closed,Code Enforcement,Hazard Tree ? Code Enforcement,"1320 YUBINARANDA CIR, CARY 275115629",
402272,7/10/2020,Work Completed,Code Enforcement,Hazard Tree ? Code Enforcement,"1325 PRINCESS ANNE RD, RALEIGH 276074751",
378182,5/15/2020,Closed,Code Enforcement,Hazard Tree ? Code Enforcement,"1332 OLD APEX RD, CARY 275135252",
521684,3/27/2021,Work Completed,Code Enforcement,Dumping ? Code Enforcement,"134 HUNTSMOOR LN, CARY 275134731",
433833,9/16/2020,Closed,Public Works,Code Enforcement Inquiry,"1388 KILDAIRE FARM RD, CARY 275115526",
339342,2/14/2020,Completed,Code Enforcement,Material Not Prepared ? Code Enforcement,"1401 TARBERT DR, CARY 275115030",
477885,12/16/2020,Work Completed,Code Enforcement,Hazard Tree ? Code Enforcement,"1405 OLD APEX RD, CARY 275135255",
385181,6/2/2020,Closed on Call,Code Enforcement,Hazard Tree ? Code Enforcement,"1408 HELMSDALE DR, CARY 275115232",
397050,6/30/2020,Work Completed,Code Enforcement,Tall Grass ? Code Enforcement,"1408 HIGHLAND TRL, CARY 275115168",
406365,7/20/2020,Closed,Code Enforcement,Hazard Tree ? Code Enforcement,"1411 BLOOMINGDALE DR, CARY 275115953",
380249,5/20/2020,Closed,Code Enforcement,Hazard Tree ? Code Enforcement,"1412 KILDAIRE FARM RD, CARY 275115528",
440182,9/29/2020,Closed,Code Enforcement,Dumping ? Code Enforcement,"1412 OLD APEX RD, CARY 275135254",
433353,9/16/2020,Closed,Public Works,Code Enforcement Inquiry,"1414 TARBERT DR, CARY 275115031",Park Site: Annie L. Jones Park
433582,9/16/2020,Closed,Code Enforcement,Dumping ? Code Enforcement,"1414 TARBERT DR, CARY 275115031",Park Site: Annie L. Jones Park
499774,2/10/2021,Closed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"1414 WIDEN CT, CARY 275115727",
346311,2/29/2020,Closed,Code Enforcement,Dumping ? Code Enforcement,"143 MALDON DR, CARY 275131753",White Oak Greenway
483472,12/30/2020,Work Completed,Code Enforcement,Dumping ? Code Enforcement,"1505 SW CARY PKWY, CARY 275116219",
392844,6/19/2020,Closed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"1510 WALNUT ST, CARY 275115927",
331870,1/29/2020,Completed,Code Enforcement,Hazard Tree ? Code Enforcement,"1514 KILDAIRE FARM RD, CARY 275116552",
398573,7/2/2020,Closed,Code Enforcement,Dumping ? Code Enforcement,"1517 OLD APEX RD, CARY 275135364",OLD APEX RD ? ROW
483471,12/30/2020,Work Completed,Code Enforcement,Dumping ? Code Enforcement,"1517 OLD APEX RD, CARY 275135364",
378088,5/15/2020,Completed,Code Enforcement,Hazard Tree ? Code Enforcement,"1519 SALEM CHURCH RD, APEX 27523",
397657,6/30/2020,Duplicate,Code Enforcement,Tall Grass ? Code Enforcement,"1521 EVANS RD, CARY 27513",
370480,4/30/2020,Completed,Code Enforcement,Sight Obstruction ? Code Enforcement,"1525 N HARRISON AVE, CARY 275135572",
446563,10/13/2020,Completed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"1531 TRYON RD, CARY 27511",
418501,8/14/2020,Work Completed,Code Enforcement,Hazard Tree ? Code Enforcement,"1538 DIRKSON CT, CARY 275115704",
512407,3/9/2021,Work Completed,Code Enforcement,Dumping ? Code Enforcement,"15401 WESTON PKWY, CARY 275138635",
495391,1/29/2021,Work Completed,Code Enforcement,Dumping ? Code Enforcement,"1601 LAKE PINE DR, CARY 275115251",
503009,2/17/2021,Work Completed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"1601 LAKE PINE DR, CARY 275115251",
377387,5/13/2020,Completed,Code Enforcement,Tall Grass ? Code Enforcement,"1605 NW MAYNARD RD, CARY 275138701",
377683,5/14/2020,Work Completed,Code Enforcement,Tall Grass ? Code Enforcement,"1605 NW MAYNARD RD, CARY 275138701",
349869,3/9/2020,Closed,Code Enforcement,Stagnant/Standing Water ? Code Enforcement,"1609 BURNLEY DR, CARY 275115004",
423094,8/24/2020,Closed,Code Enforcement,Dumping ? Code Enforcement,"161 WINNERS CIR, CARY 275115365",
507251,2/26/2021,Work Completed,Code Enforcement,Dumping ? Code Enforcement,"1610 OLD APEX RD, CARY 275135719",
326723,1/21/2020,Completed,Code Enforcement,Dumping ? Code Enforcement,"1618 KILARNEY DR, CARY 275115595",
507228,2/26/2021,Work Completed,Code Enforcement,Dumping ? Code Enforcement,"1650 OLD APEX RD, CARY 275135719",
414672,8/6/2020,Work Completed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"1661 GLENGARRY DR, CARY 275115771",
417006,8/11/2020,Closed,Code Enforcement,Dumping ? Code Enforcement,"1700 OLD REEDY CREEK RD, CARY 275132432",
343572,2/23/2020,Completed,Code Enforcement,Hazard Tree ? Code Enforcement,"1700 SE CARY PKWY, RALEIGH 27606",
507029,2/26/2021,Work Completed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"1701 TARBERT DR, CARY 275115052",
411457,7/30/2020,Work Completed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"1711 SEABROOK AVE, CARY 275115651",
495369,1/29/2021,Completed,Code Enforcement,Hazard Tree ? Code Enforcement,"1819 TARBERT DR, CARY 275115037",
378223,5/15/2020,Completed,Code Enforcement,Tall Grass ? Code Enforcement,"1902 TALLOWAY DR, CARY 275115029",
380500,5/21/2020,Closed,Public Works,Code Enforcement Inquiry,"1904 NW MAYNARD RD, CARY 275134997",
385974,6/3/2020,Completed,Code Enforcement,Tall Grass ? Code Enforcement,"1909 TALLOWAY DR, CARY 275115028",
337441,2/10/2020,Closed,Code Enforcement,Dumping ? Code Enforcement,"200 BRISBANE WOODS WAY, CARY 275189287",
512238,3/9/2021,Closed,Code Enforcement,Hazard Tree ? Code Enforcement,"200 DURINGTON PL, CARY 275186832",
495868,2/1/2021,Closed,Public Works,Code Enforcement Inquiry,"200 PENCHANT CT, CARY 275134057",
347359,3/3/2020,Completed,Code Enforcement,Dumping ? Code Enforcement,"2000 GOLDEN WILLOW CT, CARY 27519",
326137,1/18/2020,Completed,Code Enforcement,Sight Obstruction ? Code Enforcement,"2000 REGENCY PKWY, CARY 275188506",
443596,10/6/2020,Closed,Public Works,Code Enforcement Inquiry,"2000 WALNUT ST, CARY 275189230",
400201,7/7/2020,Closed,Code Enforcement,Dumping ? Code Enforcement,"2009 PINEY PLAINS RD, CARY 275186861",
366069,4/20/2020,Completed,Code Enforcement,Hazard Tree ? Code Enforcement,"201 ADAMS ST, CARY 275134529",
321583,1/7/2020,Completed,Code Enforcement,Cart Roll?In ? Code Enforcement,"201 ANNISTON CT, CARY 275196821",
467466,11/23/2020,Closed,Public Works,Code Enforcement Inquiry,"201 CLANCY CIR, CARY 275117706",
383144,5/28/2020,Completed,Code Enforcement,Hazard Tree ? Code Enforcement,"201 DANFORTH DR, CARY 275113185",
370319,4/30/2020,Closed,Code Enforcement,Hazard Tree ? Code Enforcement,"201 STRATHBURGH LN, CARY 275189036",
409492,7/27/2020,Closed,Public Works,Code Enforcement Inquiry,"201 TRACKERS RD, CARY 275134846",
456399,11/2/2020,Closed,Code Enforcement,Hazard Tree ? Code Enforcement,"201 W CHATHAM ST, CARY 275113289",
369572,4/28/2020,Work Completed,Code Enforcement,Tall Grass ? Code Enforcement,"202 DUTCHESS DR, CARY 275134210",
508594,3/2/2021,Work Completed,Code Enforcement,Dumping ? Code Enforcement,"202 GRAY ST, CARY 275133732",
492600,1/22/2021,Completed,Code Enforcement,Dumping ? Code Enforcement,"202 SW MAYNARD RD, CARY 275114404",
427887,9/3/2020,Closed,Code Enforcement,Tall Grass ? Code Enforcement,"203 HIGH HOUSE RD, CARY 27513",
366699,4/21/2020,Completed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"203 OTMOOR LN, CARY 275198365",
353314,3/17/2020,Completed,Code Enforcement,Hazard Tree ? Code Enforcement,"204 FINCASTLE DR, CARY 27513",
424919,8/27/2020,Work Completed,Code Enforcement,Tall Grass ? Code Enforcement,"204 GETTYSBURG DR, CARY 275135162",
429542,9/8/2020,Work Completed,Code Enforcement,Tall Grass ? Code Enforcement,"204 GETTYSBURG DR, CARY 275135162",
355858,3/24/2020,Completed,Public Works,Code Enforcement Inquiry,"204 PARKGATE DR, CARY 275195903",
386997,6/5/2020,Completed,Code Enforcement,Tall Grass ? Code Enforcement,"204 WEST HILL DR, CARY 275195213",
348115,3/4/2020,Completed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"205 WYATTS POND LN, CARY 275133015",
519302,3/23/2021,In Progress,Code Enforcement,Dumping ? Code Enforcement,"207 E PARK ST, CARY 275113300",
408082,7/23/2020,Completed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"207 GLEN BONNIE LN, CARY 275115517",
348983,3/6/2020,Completed,Code Enforcement,Cart Roll?In ? Code Enforcement,"207 WALNUT ST, CARY 275113445",
397058,6/30/2020,Closed,Code Enforcement,Material Not Prepared ? Code Enforcement,"208 ARVO LN, CARY 275135337",
406396,7/20/2020,Closed,Public Works,Code Enforcement Inquiry,"208 CANYON BLUFF CT, CARY 27519",
494306,1/27/2021,Closed,Code Enforcement,Hazard Tree ? Code Enforcement,"208 ROSEBROOKS DR, CARY 275133607",
433868,9/16/2020,Closed,Public Works,Code Enforcement Inquiry,"208 TWIN OAKS PL, CARY 275115565",
395347,6/25/2020,Work Completed,Code Enforcement,Dumping ? Code Enforcement,"209 CANDACE PL, CARY 275135225",
335299,2/4/2020,Completed,Code Enforcement,Dumping ? Code Enforcement,"209 LOST TREE LN, CARY 275135713",
425561,8/29/2020,Work Completed,Code Enforcement,Tall Grass ? Code Enforcement,"209 MARILYN CIR, CARY 275135213",
448079,10/15/2020,Closed,Code Enforcement,Tall Grass ? Code Enforcement,"209 MARILYN CIR, CARY 275135213",
340095,2/16/2020,Completed,Code Enforcement,Hazard Tree ? Code Enforcement,"209 PARKKNOLL LN, CARY 275196615",
414377,8/5/2020,Work Completed,Code Enforcement,Tall Grass ? Code Enforcement,"209 STABLEGATE DR, CARY 275138319",
337353,2/8/2020,Closed,Public Works,Code Enforcement Inquiry,"209 SWORDGATE DR, CARY 275131631",
367284,4/23/2020,Work Completed,Code Enforcement,Tall Grass ? Code Enforcement,"210 HIGHFIELD AVE, CARY 275196169",
368549,4/26/2020,Closed,Code Enforcement,Tall Grass ? Code Enforcement,"210 POCONO LN, CARY 275135317",
429032,9/7/2020,Closed,Code Enforcement,Stagnant/Standing Water ? Code Enforcement,"210 POCONO LN, CARY 275135317",
507669,3/1/2021,Work Completed,Code Enforcement,Dumping ? Code Enforcement,"2104 PINEY PLAINS RD, CARY 275186862",PINEY PLAINS RD ? ROW
512916,3/10/2021,Closed,Code Enforcement,Dumping ? Code Enforcement,"2112 PINEY PLAINS RD, CARY 275186862",
348402,3/5/2020,Completed,Code Enforcement,Sight Obstruction ? Code Enforcement,"212 BEACON FALLS CT, CARY 275198695",
394452,6/23/2020,Work Completed,Code Enforcement,Sight Obstruction ? Code Enforcement,"212 CARAWAY LN, CARY 275195957",
422475,8/22/2020,Work Completed,Code Enforcement,Sight Obstruction ? Code Enforcement,"212 CARAWAY LN, CARY 275195957",
330341,1/27/2020,Closed,Code Enforcement,Dumping ? Code Enforcement,"213 KING GEORGE LOOP, CARY 275116338",
405524,7/17/2020,Closed,Code Enforcement,Cart Roll?In ? Code Enforcement,"213 LEWISTON CT, CARY 275136025",
340705,2/18/2020,Completed,Code Enforcement,Cart Roll?In ? Code Enforcement,"213 LOST TREE LN, CARY 275135713",
487516,1/10/2021,Work Completed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"213 TAPESTRY TER, CARY 275117259",
475949,12/11/2020,Work Completed,Code Enforcement,Dumping ? Code Enforcement,"213 WALDO ST, CARY 275113454",
415781,8/9/2020,Work Completed,Code Enforcement,Dumping ? Code Enforcement,"214 DRY AVE, CARY 275113208",
386079,6/3/2020,Closed,Code Enforcement,Stagnant/Standing Water ? Code Enforcement,"214 FAIRVIEW RD, CARY 275113406",
432483,9/14/2020,Closed,Code Enforcement,Material Not Prepared ? Code Enforcement,"217 COVINGTON SQUARE DR, CARY 275134785",
419202,8/17/2020,Work Completed,Code Enforcement,Tall Grass ? Code Enforcement,"218 HIGH HOUSE RD, CARY 275134203",
345580,2/27/2020,Closed,Code Enforcement,Hazard Tree ? Code Enforcement,"218 LEWEY BROOK DR, CARY 275197593",
516609,3/18/2021,Closed,Code Enforcement,Hazard Tree ? Code Enforcement,"219 BRIARCLIFF LN, CARY 275113930",
428239,9/4/2020,Completed,Code Enforcement,Sight Obstruction ? Code Enforcement,"219 E CHATHAM ST, CARY 275113474",
399200,7/4/2020,Work Completed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"219 S WALKER ST, CARY 275113420",
336250,2/6/2020,Completed,Code Enforcement,Hazard Tree ? Code Enforcement,"220 KILMAYNE DR, CARY 275114467",
362356,4/8/2020,Closed,Code Enforcement,Graffiti/Defacement,"220 W CHATHAM ST, CARY 275113244",
382161,5/26/2020,Closed,Public Works,Code Enforcement Inquiry,"2212 PINEY PLAINS RD, CARY 275186864",
387802,6/8/2020,Closed,Code Enforcement,Hazard Tree ? Code Enforcement,"223 KRONOS LN, CARY 275135341",
462285,11/11/2020,Closed,Code Enforcement,Hazard Tree ? Code Enforcement,"224 VISTA CREEK PL, CARY 27511",
362075,4/8/2020,Completed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"225 E PARK ST, CARY 275113415",
515358,3/16/2021,Closed,Code Enforcement,Dumping ? Code Enforcement,"227 E PARK ST, CARY 275113491",
347761,3/3/2020,Closed,Code Enforcement,Dumping ? Code Enforcement,"228 WALFORD WAY, CARY 275199705",
369395,4/28/2020,Closed,Code Enforcement,Dumping ? Code Enforcement,"230 MARILYN CIR, CARY 275135212",
381089,5/22/2020,Completed,Code Enforcement,Tall Grass ? Code Enforcement,"2312 PINEY PLAINS RD, CARY 275186866",
380782,5/21/2020,Completed,Code Enforcement,Hazard Tree ? Code Enforcement,"239 CHIMNEY RISE DR, CARY 275117216",
385792,6/3/2020,Completed,Code Enforcement,Tall Grass ? Code Enforcement,"2410 PINEY PLAINS RD, CARY 275186868",
385790,6/3/2020,Completed,Code Enforcement,Tall Grass ? Code Enforcement,"2416 PINEY PLAINS RD, CARY 275186868",
381486,5/23/2020,Work Completed,Code Enforcement,Tall Grass ? Code Enforcement,"2416 WALNUT ST, CARY 275189212",
334012,2/3/2020,Completed,Code Enforcement,Dumping ? Code Enforcement,"2418 SW CARY PKWY, CARY 275135318",
370431,4/30/2020,Completed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"2418 SW CARY PKWY, CARY 275135318",
392478,6/18/2020,Completed,Code Enforcement,Dumping ? Code Enforcement,"2418 SW CARY PKWY, CARY 275135318",
400248,7/7/2020,Work Completed,Code Enforcement,Sight Obstruction ? Code Enforcement,"2500 CARPENTER UPCHURCH RD, CARY 275197007",
507501,2/28/2021,In Progress,Code Enforcement,Dumping ? Code Enforcement,"2503 TEN TEN RD, APEX 27539",PENNY RD ? ROW
363960,4/14/2020,Closed,Code Enforcement,Hazard Tree ? Code Enforcement,"2604 PINK ACRES ST, CARY 275186840",
455650,10/31/2020,Closed,Code Enforcement,Graffiti/Defacement,"2625 GREEN LEVEL WEST RD, CARY 275198284",
395465,6/25/2020,Completed,Code Enforcement,Tall Grass ? Code Enforcement,"2700 MACEDONIA RD, CARY 275189291",
370327,4/30/2020,Completed,Code Enforcement,Hazard Tree ? Code Enforcement,"2727 LOUIS STEPHENS DR, CARY 275197686",
414233,8/5/2020,Completed,Code Enforcement,Tall Grass ? Code Enforcement,"2727 LOUIS STEPHENS DR, CARY 275197686",
388878,6/10/2020,Closed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"275 CONVENTION DR, CARY 275114257",
364903,4/16/2020,Closed on Call,Public Works,Code Enforcement Inquiry,"2809 COWLEY RD, CARY 275189426",
365719,4/19/2020,Closed,Code Enforcement,Dumping ? Code Enforcement,"2826 GRANDE VALLEY CIR, CARY 275133141",
318689,1/2/2020,Closed,Code Enforcement,Dumping ? Code Enforcement,"2850 CARPENTER UPCHURCH RD, CARY 27519",
396560,6/29/2020,Closed,Code Enforcement,Dumping ? Code Enforcement,"2902 RED GRAPE DR, RALEIGH 276074867",
466508,11/20/2020,Closed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"2920 JONES FRANKLIN RD, CARY 27518",
353703,3/18/2020,Closed,Code Enforcement,Dumping ? Code Enforcement,"2932 GREEN LEVEL WEST RD, CARY 275199442",
424388,8/26/2020,Closed,Code Enforcement,Tall Grass ? Code Enforcement,"300 HEIDINGER DR, CARY 275115668",
