Date,Record Number,Record Type,Status,Address,parcel_id,site_address,Site_city,Site_zip Code,mail_address,mail_city,mail_state,mail_zip,land_value,bldg_value,total_market_value
8/7/2020,COD2021-00138,Code Enforcement Case,Unfounded,80 Harris Pl,507-527-22,80 HARRIS PL,FREMONT,94536,2744 E 11TH ST,OAKLAND,CA,94601,"$696,745 ","$1,972,552 ","$2,747,897 "
8/7/2020,COD2021-00137,Code Enforcement Case,Unfounded,37591 Third St,,,,,,,,,,,
8/7/2020,COD2021-00136,Code Enforcement Case,Referred,404 De Salle Ter,507-323-40,404 DE SALLE TER,FREMONT,94536,404 DE SALLE TER,FREMONT,CA,94536,"$425,000 ","$805,000 ","$1,230,000 "
8/6/2020,COD2021-00135,Code Enforcement Case,Abated,1917 Lockwood Ave,,,,,,,,,,,
8/6/2020,COD2021-00134,Code Enforcement Case,Abated,1916 Lockwood Ave,525-430-16,1916 LOCKWOOD AVE,FREMONT,94539,1916 LOCKWOOD AVE,FREMONT,CA,94539,"$784,609 ","$431,973 ","$1,209,582 "
8/6/2020,COD2021-00133,Code Enforcement Case,Abated,41894 Chadbourne Dr,525-435-2-1,41894 CHADBOURNE DR,FREMONT,94539,41894 CHADBOURNE DR,FREMONT,CA,94539,"$520,200 ","$988,252 ","$1,508,452 "
8/6/2020,COD2021-00132,Code Enforcement Case,Abated,1951 Lockwood Ave,525-435-14,1951 LOCKWOOD AVE,FREMONT,94539,1951 LOCKWOOD AVE,FREMONT,CA,94539,"$135,472 ","$139,926 ","$268,398 "
8/5/2020,COD2021-00131,Code Enforcement Case,Under Investigation,4282 Stevenson Blvd,,,,,,,,,,,
8/5/2020,COD2021-00130,Code Enforcement Case,Abated,4227 Blewett St,525-962-72,4227 BLEWETT ST,FREMONT,94538,4227 BLEWETT ST,FREMONT,CA,94538,"$53,043 ","$107,981 ","$154,024 "
8/4/2020,ENV2021-00009,Environmental Case,Enforcement,1056 Barry Way,507-405-22,1056 BARRY WAY,FREMONT,94536,1056 BARRY WAY,FREMONT,CA,94536,"$244,385 ","$570,232 ","$814,617 "
7/31/2020,COD2021-00129,Code Enforcement Case,Unfounded,47001 Warm Springs Blvd,,,,,,,,,,,
7/31/2020,COD2021-00128,Code Enforcement Case,Abated,39730 Plumas Way,501-965-34,39730 PLUMAS WAY,FREMONT,94538,364 BO RATON CT WALNUT,CREEK,CA,94598,"$56,616 ","$62,742 ","$119,358 "
7/31/2020,COD2021-00127,Code Enforcement Case,Under Investigation,4815 Los Arboles Pl,501-607-123,4815 LOS ARBOLES PL,FREMONT,94536,4815 LOS ARBOLES PL,FREMONT,CA,94536,"$17,038 ","$60,530 ","$70,568 "
7/31/2020,COD2021-00126,Code Enforcement Case,Abated,2117 Arapaho Pl,519-1454-83,2117 ARAPAHO PL,FREMONT,94539,2117 ARAPAHO PL,FREMONT,CA,94539,"$1,040,400 ","$1,040,400 ","$2,080,800 "
7/31/2020,COD2021-00125,Code Enforcement Case,Enforcement,34777 Osage River Pl,,,,,,,,,,,
7/31/2020,COD2021-00124,Code Enforcement Case,Unfounded,46979 Bradley St,519-1245-63,46979 BRADLEY ST,FREMONT,94539,46979 BRADLEY ST,FREMONT,CA,94539,"$254,016 ","$592,705 ","$839,721 "
7/31/2020,COD2021-00123,Code Enforcement Case,Referred,46979 Bradley St,519-1245-63,46979 BRADLEY ST,FREMONT,94539,46979 BRADLEY ST,FREMONT,CA,94539,"$254,016 ","$592,705 ","$839,721 "
7/31/2020,COD2021-00122,Code Enforcement Case,Unfounded,3687 Sutton Loop,501-1507-37,3687 SUTTON LOOP,FREMONT,94536,3687 SUTTON LOOP,FREMONT,CA,94536,"$184,500 ","$430,500 ","$608,000 "
7/30/2020,COD2021-00121,Code Enforcement Case,Unfounded,38521 Princeton Ter,501-1560-59,38521 PRINCETON TER 14,FREMONT,94538,38521 PRINCETON TER 14,FREMONT,CA,94538,"$65,968 ","$164,922 ","$223,890 "
7/29/2020,COD2021-00120,Code Enforcement Case,Abated,3986 James Ave,525-701-55,3986 JAMES AVE,FREMONT,94538,3986 JAMES AVE,FREMONT,CA,94538,"$24,884 ","$25,557 ","$50,441 "
7/29/2020,COD2021-00119,Code Enforcement Case,Abated,39127 Donner Way,531-11-114,39127 DONNER WAY,FREMONT,94538,39127 DONNER WAY,FREMONT,CA,94538,"$157,061 ","$366,476 ","$516,537 "
7/29/2020,COD2021-00118,Code Enforcement Case,Abated,39151 Donner Way,531-11-111,39151 DONNER WAY,FREMONT,94538,440 CHERRY MANOR CT,FREMONT,CA,94536,"$223,795 ","$522,401 ","$746,196 "
7/29/2020,COD2021-00117,Code Enforcement Case,Referred,4540 Seneca Park Ave,,,,,,,,,,,
7/27/2020,COD2021-00116,Code Enforcement Case,Abated,38615 Country Cmn,,,,,,,,,,,
7/27/2020,COD2021-00115,Code Enforcement Case,Referred,38615 Country Cmn,,,,,,,,,,,
7/27/2020,COD2021-00114,Code Enforcement Case,Unfounded,38614 Country Ter,501-1592-70,38614 COUNTRY TER,FREMONT,94536,399 RIVIERA DR UNION,CITY,CA,94587,"$92,525 ","$215,893 ","$308,418 "
7/27/2020,COD2021-00113,Code Enforcement Case,Unfounded,38613 Country Cmn,,,,,,,,,,,
7/27/2020,COD2021-00112,Code Enforcement Case,Unfounded,38611 Country Cmn,,,,,,,,,,,
7/27/2020,COD2021-00111,Code Enforcement Case,Referred,38615 Hastings St,,,,,,,,,,,
7/27/2020,COD2021-00110,Code Enforcement Case,Referred,38613 Hastings St,,,,,,,,,,,
7/27/2020,COD2021-00109,Code Enforcement Case,Referred,38611 Hastings St,,,,,,,,,,,
7/27/2020,COD2021-00108,Code Enforcement Case,Abated,41244 Ellen St,525-1118-65,41244 ELLEN ST,FREMONT,94538,PO BOX 20514,CHEYENNE,WY,82003,"$202,639 ","$472,824 ","$675,463 "
7/27/2020,COD2021-00107,Code Enforcement Case,Abated,4400 Caren St,525-1118-29,4400 CAREN ST,FREMONT,94538,4400 REN ST,FREMONT,CA,94538,"$87,037 ","$144,212 ","$231,249 "
7/26/2020,COD2021-00106,Code Enforcement Case,Abated,42329 Osgood Rd # E,,,,,,,,,,,
7/24/2020,COD2021-00105,Code Enforcement Case,Enforcement,37327 Mission Blvd,507-177-1,37327 MISSION BLVD,FREMONT,94536,1220 W TENNYSON RD,HAYWARD,CA,94544,"$244,998 ","$367,497 ","$612,495 "
7/24/2020,COD2021-00104,Code Enforcement Case,Unfounded,34680 Loreal Ter,543-444-102,34680 LOREAL TER,FREMONT,94555,34680 LOREAL TER,FREMONT,CA,94555,"$220,044 ","$513,437 ","$733,481 "
7/24/2020,COD2021-00103,Code Enforcement Case,Referred,37443 Third St,,,,,,,,,,,
7/23/2020,COD2021-00102,Code Enforcement Case,Unfounded,3356 Wolcott Cmn,525-1669-39,3356 WOLCOTT CMN,FREMONT,94538,3356 WOLCOTT CMN,FREMONT,CA,94538,"$140,112 ","$326,928 ","$460,040 "
7/22/2020,COD2021-00101,Code Enforcement Case,Abated,4351 Mowry Ave,501-751-74,4351 MOWRY AVE,FREMONT,94538,4351 MOWRY AVE,FREMONT,CA,94538,"$88,582 ","$206,692 ","$288,274 "
7/22/2020,COD2021-00100,Code Enforcement Case,Abated,4571 Mowry Ave,501-956-77,4571 MOWRY AVE,FREMONT,94538,4571 MOWRY AVE,FREMONT,CA,94538,"$116,360 ","$271,507 ","$387,867 "
7/22/2020,COD2021-00099,Code Enforcement Case,Abated,40343 Fremont Blvd,525-963-14,40343  BLVD,FREMONT,94538,46509 MISSION BLVD 176,FREMONT,CA,94539,"$439,568 ","$142,859 ","$582,427 "
7/22/2020,COD2021-00098,Code Enforcement Case,Abated,4727 Stevenson Blvd,531-27-72,4727 STEVENSON BLVD,FREMONT,94538,4727 STEVENSON BLVD,FREMONT,CA,94538,"$325,000 ","$492,000 ","$817,000 "
7/22/2020,COD2021-00097,Code Enforcement Case,Abated,4625 Stevenson Blvd,531-27-64,4625 STEVENSON BLVD,FREMONT,94538,33340 SANDPIPER PARK,FREMONT,CA,94555,"$58,818 ","$96,512 ","$155,330 "
7/22/2020,COD2021-00096,Code Enforcement Case,Abated,4159 Carol Ave,525-1114-42,4159 CAROL AVE,FREMONT,94538,4159 ROL AVE,FREMONT,CA,94538,"$243,648 ","$568,513 ","$805,161 "
7/22/2020,COD2021-00095,Code Enforcement Case,Referred,37305 Maple St,501-1836-38,37305 MAPLE ST,FREMONT,94536,37305 MAPLE ST,FREMONT,CA,94536,"$176,788 ","$460,000 ","$636,788 "
7/22/2020,COD2021-00094,Code Enforcement Case,Abated,43658 Hopkins Ave,525-1595-47,43658 HOPKINS AVE,FREMONT,94538,43658 HOPKINS AVE,FREMONT,CA,94538,"$72,935 ","$105,140 ","$171,075 "
7/22/2020,COD2021-00093,Code Enforcement Case,Enforcement,4781 Norris Ct,501-607-27,4781 NORRIS CT,FREMONT,94536,4781 NORRIS CT,FREMONT,CA,94536,"$21,833 ","$82,316 ","$97,149 "
7/22/2020,COD2021-00092,Code Enforcement Case,Unfounded,41191 Fremont Blvd,525-1200-5-2,41191  BLVD,FREMONT,94538,40849  BLVD,FREMONT,CA,94538,"$3,846,850 ",$0 ,"$3,846,850 "
7/22/2020,COD2021-00091,Code Enforcement Case,Unfounded,744 Mission Villa Ter,525-1650-71,744 MISSION VILLA TER,FREMONT,94539,744 MISSION VILLA TER,FREMONT,CA,94539,"$247,464 ","$577,418 ","$817,882 "
7/22/2020,COD2021-00090,Code Enforcement Case,Abated,724 Mission Villa Ter,525-1650-70,724 MISSION VILLA TER,FREMONT,94539,724 MISSION VILLA TER,FREMONT,CA,94539,"$238,705 ","$556,978 ","$788,683 "
7/22/2020,COD2021-00089,Code Enforcement Case,Abated,34234 Kenwood Dr,543-458-3,34234 KENWOOD DR,FREMONT,94555,34234 KENWOOD DR,FREMONT,CA,94555,"$452,199 ","$1,055,132 ","$1,501,731 "
7/22/2020,COD2021-00088,Code Enforcement Case,Abated,37870 Essanay Pl,507-796-18,37870 ESSANAY PL,FREMONT,94536,36769 NILES BLVD,FREMONT,CA,94536,"$118,046 ","$275,442 ","$393,488 "
7/22/2020,COD2021-00087,Code Enforcement Case,Abated,4398 Torres Ave,501-42-92,4398 TORRES AVE,FREMONT,94536,4398 TORRES AVE,FREMONT,CA,94536,"$475,000 ","$655,000 ","$1,123,000 "
7/22/2020,COD2021-00086,Code Enforcement Case,Unfounded,34100 Duke Ln,543-434-98,34100 DUKE LN,FREMONT,94555,4449 AMIENS CT,FREMONT,CA,94555,"$131,261 ","$519,161 ","$643,422 "
7/22/2020,COD2021-00085,Code Enforcement Case,Abated,47549 Avalon Heights Ter,519-1726-77,47549 AVALON HEIGHTS TER,FREMONT,94539,47549 AVALON HEIGHTS TER,FREMONT,CA,94539,"$576,475 ","$1,345,108 ","$1,914,583 "
7/21/2020,COD2021-00084,Code Enforcement Case,Enforcement,133 Gable Dr,519-1193-121,133 GABLE DR,FREMONT,94539,113 MOHAVE CMN,FREMONT,CA,94539,"$530,000 ","$780,000 ","$1,310,000 "
7/21/2020,COD2021-00083,Code Enforcement Case,Under Investigation,3353 Mowry Ave,501-1594-8,3353 MOWRY AVE,FREMONT,94538,P O BOX 2701,FREMONT,CA,94536,"$1,200,990 ","$360,297 ","$1,561,287 "
7/21/2020,COD2021-00082,Code Enforcement Case,Abated,4016 Doane St,525-1270-136,4016 DOANE ST,FREMONT,94538,2839 CORTINA WAY UNION,CITY,CA,94587,"$80,414 ","$193,835 ","$267,249 "
7/21/2020,COD2021-00081,Code Enforcement Case,Abated,3683 Jamestown Rd,525-1605-116,3683 JAMESTOWN RD,FREMONT,94538,3683 JAMESTOWN RD,FREMONT,CA,94538,"$424,480 ","$456,316 ","$873,796 "
7/21/2020,COD2021-00080,Code Enforcement Case,Abated,3680 Haven Ave,525-606-46,3680 HAVEN AVE,FREMONT,94538,3680 HAVEN AVE,FREMONT,CA,94538,"$194,228 ","$453,198 ","$640,426 "
7/21/2020,COD2021-00079,Code Enforcement Case,Abated,4430 Delaware Dr,525-1273-31,4430 DELAWARE DR,FREMONT,94538,4430 DELAWARE DR,FREMONT,CA,94538,"$92,416 ","$215,491 ","$300,907 "
7/21/2020,COD2021-00078,Code Enforcement Case,Enforcement,38679 Hastings St,501-1592-47,38679 HASTINGS ST,FREMONT,94536,38679 HASTINGS DR,FREMONT,CA,94536,"$223,951 ","$522,553 ","$746,504 "
7/21/2020,COD2021-00077,Code Enforcement Case,Enforcement,38663 Hastings St,501-1592-46,38663 HASTINGS ST,FREMONT,94536,3301 INGERSOLL CT SAN,JOSE,CA,95148,"$210,018 ","$490,042 ","$700,060 "
7/21/2020,COD2021-00076,Code Enforcement Case,Enforcement,38657 Hastings St,,,,,,,,,,,
7/20/2020,COD2021-00075,Code Enforcement Case,Enforcement,38645 Hastings St,501-1592-44,38645 HASTINGS ST,FREMONT,94536,40190 NYON HEIGHTS DR,FREMONT,CA,94539,"$663,000 ","$1,524,900 ","$2,187,900 "
7/20/2020,COD2021-00074,Code Enforcement Case,Enforcement,38631 Hastings St,,,,,,,,,,,
7/20/2020,COD2021-00073,Code Enforcement Case,Enforcement,38623 Hastings St,,,,,,,,,,,
7/20/2020,COD2021-00072,Code Enforcement Case,Enforcement,3909 Stevenson Blvd,,,,,,,,,,,
7/20/2020,COD2021-00071,Code Enforcement Case,Referred,5102 Curtis St,531-219-72,5102 CURTIS ST,FREMONT,94538,5102 CURTIS ST,FREMONT,CA,94538,"$111,322 ","$259,752 ","$364,074 "
7/20/2020,COD2021-00070,Code Enforcement Case,Referred,40395 Blacow Rd,525-969-5,40395 BLACOW RD,FREMONT,94538,40395 BLACOW RD,FREMONT,CA,94538,"$85,408 ","$199,285 ","$277,693 "
7/20/2020,COD2021-00069,Code Enforcement Case,Referred,38626 Glenview Dr,501-648-50,38626 GLENVIEW DR,FREMONT,94536,38626 GLENVIEW DR,FREMONT,CA,94536,"$143,728 ","$109,090 ","$245,818 "
7/20/2020,COD2021-00068,Code Enforcement Case,Referred,4806 Mayfield Dr,501-642-99,4806 MAYFIELD DR,FREMONT,94536,4806 MAYFIELD DR,FREMONT,CA,94536,"$144,537 ","$337,253 ","$474,790 "
7/20/2020,COD2021-00067,Code Enforcement Case,Referred,33069 Lake Wawasee St,543-348-88,33069 LAKE WAWASEE ST,FREMONT,94555,33069 LAKE WAWASEE ST,FREMONT,CA,94555,"$171,493 ","$400,150 ","$564,643 "
7/20/2020,COD2021-00066,Code Enforcement Case,Referred,910 Arikara Dr,519-1679-71,910 ARIKARA DR,FREMONT,94539,910 ARIKARA DR,FREMONT,CA,94539,"$424,886 ","$637,329 ","$1,055,215 "
7/20/2020,COD2021-00065,Code Enforcement Case,Referred,36 Via San Dimas,513-477-76,36 VIA SAN DIMAS,FREMONT,94539,36 VIA SAN DIMAS,FREMONT,CA,94539,"$600,000 ","$1,220,000 ","$1,813,000 "
7/20/2020,COD2021-00064,Code Enforcement Case,Referred,42221 Camino Santa Barbara,,,,,,,,,,,
7/20/2020,COD2021-00063,Code Enforcement Case,Referred,44789 Lynx Dr,519-1706-97,44789 LYNX DR,FREMONT,94539,44789 LYNX DR,FREMONT,CA,94539,"$249,792 ","$582,848 ","$832,640 "
7/20/2020,COD2021-00062,Code Enforcement Case,Referred,42200 Albrae St,531-221-1,42200 ALBRAE ST,FREMONT,94538,42200 ALBRAE ST,FREMONT,CA,94538,"$3,217,500 ","$8,444,993 ","$11,662,493 "
7/20/2020,COD2021-00061,Code Enforcement Case,Referred,225 Kansas Way,,,,,,,,,,,
7/20/2020,COD2021-00060,Code Enforcement Case,Referred,277 Kansas Way,519-1653-83,277 KANSAS WAY,FREMONT,94539,277 KANSAS WAY,FREMONT,CA,94539,"$126,116 ","$294,272 ","$413,388 "
7/20/2020,COD2021-00059,Code Enforcement Case,Referred,282 Kansas Way,519-1653-113,282 KANSAS WAY,FREMONT,94539,48460 FLAGSTAFF PL,FREMONT,CA,94539,"$118,686 ","$326,726 ","$445,412 "
7/20/2020,COD2021-00058,Code Enforcement Case,Referred,716 Towhee Ct,519-1196-89,716 TOWHEE CT,FREMONT,94539,716 TOWHEE CT,FREMONT,CA,94539,"$330,272 ","$486,280 ","$809,552 "
7/16/2020,COD2021-00051,Code Enforcement Case,Under Investigation,46711 Crawford St,519-1244-64,46711 CRAWFORD ST,FREMONT,94539,1577 SPRINGBROOK RD WALNUT,CREEK,CA,94597,"$113,438 ","$581,765 ","$704,952 "
7/16/2020,COD2021-00052,Code Enforcement Case,Unfounded,34906 Seal Rock Ter,543-428-12,34906 SEAL ROCK TER,FREMONT,94555,34906 SEAL ROCK TER,FREMONT,CA,94555,"$92,097 ","$214,629 ","$299,726 "
7/16/2020,COD2021-00053,Code Enforcement Case,Unfounded,4625 Mowry Ave,501-956-83,4625 MOWRY AVE,FREMONT,94538,4426 HYDE CMN 90,FREMONT,CA,94538,"$425,000 ","$505,000 ","$930,000 "
7/16/2020,COD2021-00054,Code Enforcement Case,Unfounded,40490 Eaton Ct,525-716-10,40490 EATON CT,FREMONT,94538,40490 EATON CT,FREMONT,CA,94538,"$23,091 ","$28,023 ","$44,114 "
7/15/2020,COD2021-00050,Code Enforcement Case,Under Investigation,37538 Second St,,,,,,,,,,,
7/14/2020,COD2021-00049,Code Enforcement Case,Unfounded,4165 Bay St,,,,,,,,,,,
7/14/2020,COD2021-00048,Code Enforcement Case,Abated,4131 Bidwell Dr,501-969-4,4131 BIDWELL DR,FREMONT,94538,4131 BIDWELL DR,FREMONT,CA,94538,"$364,140 ","$622,159 ","$979,299 "
7/14/2020,COD2021-00047,Code Enforcement Case,Enforcement,3057 Decoto Rd,543-328-84-3,3057 DECOTO RD,FREMONT,94555,3057 DECOTO RD,FREMONT,CA,94536,"$1,252,768 ","$10,989 ","$1,263,757 "
7/14/2020,COD2021-00046,Code Enforcement Case,Unfounded,3101 Wolsey Pl,543-402-7,3101 WOLSEY PL,FREMONT,94555,33871 MELLO WAY,FREMONT,CA,94555,"$94,177 ","$222,603 ","$316,780 "
7/14/2020,COD2021-00045,Code Enforcement Case,Abated,33934 Mello Way,543-402-24,33934 MELLO WAY,FREMONT,94555,33934 MELLO WAY,FREMONT,CA,94555,"$68,346 ","$94,418 ","$155,764 "
7/14/2020,COD2021-00044,Code Enforcement Case,Abated,3101 Stonehenge Rd,543-402-27,3101 STONEHENGE RD,FREMONT,94555,10126 VANALDEN AVE,NORTHRIDGE,CA,91324,"$43,518 ","$72,882 ","$116,400 "
7/14/2020,COD2021-00043,Code Enforcement Case,Unfounded,33745 Whitehead Ln,543-318-70,33745 WHITEHEAD LN,FREMONT,94555,33745 WHITEHEAD LN,FREMONT,CA,94555,"$156,234 ","$364,547 ","$513,781 "
7/14/2020,COD2021-00042,Code Enforcement Case,Referred,266 Mortimer Ave,507-435-141,266 MORTIMER AVE,FREMONT,94536,266 MORTIMER AVE,FREMONT,CA,94536,"$172,270 ","$401,964 ","$567,234 "
7/14/2020,COD2021-00041,Code Enforcement Case,Abated,41212 Fremont Blvd,525-621-33-5,41212  BLVD,FREMONT,94538,2051 W HUMBOLDT DR,HANFORD,CA,93230,"$69,296 ","$21,244 ","$90,540 "
7/11/2020,COD2021-00040,Code Enforcement Case,Unfounded,46129 Warm Springs Blvd,,,,,,,,,,,
7/10/2020,ENV2021-00001,Environmental Case,Abated,33221 Lake Lanier Pl,543-343-28,33221 LAKE LANIER PL,FREMONT,94555,P O BOX 1444,PINON,AZ,86510,"$19,055 ","$48,872 ","$67,927 "
7/10/2020,ENV2021-00002,Environmental Case,Enforcement,3742 Lake Mead Dr,543-343-52,3742 LAKE MEAD DR,FREMONT,94555,34621 ALLEGHENY CT,FREMONT,CA,94555,"$125,214 ","$292,166 ","$417,380 "
7/10/2020,ENV2021-00003,Environmental Case,Abated,4042 Polonius Cir,543-411-88,4042 POLONIUS CIR,FREMONT,94555,4042 POLONIUS CIR,FREMONT,CA,94555,"$403,920 ","$942,480 ","$1,346,400 "
7/10/2020,ENV2021-00004,Environmental Case,Abated,33201 Lake Lanier Pl,,,,,,,,,,,
7/10/2020,ENV2021-00005,Environmental Case,Enforcement,4066 Deep Creek Rd,,,,,,,,,,,
7/10/2020,ENV2021-00006,Environmental Case,Enforcement,4076 Deep Creek Rd,543-411-8,4076 DEEP CREEK RD,FREMONT,94555,4076 DEEP CREEK RD,FREMONT,CA,94555,"$204,344 ","$476,804 ","$674,148 "
7/10/2020,ENV2021-00007,Environmental Case,Enforcement,4106 Deep Creek Rd,,,,,,,,,,,
7/9/2020,COD2021-00039,Code Enforcement Case,Abated,3800 Adams Ave,525-605-22,3800 ADAMS AVE,FREMONT,94538,239 VERA AVE REDWOOD,CITY,CA,94061,"$3,950,000 ","$50,000 ","$4,000,000 "
7/9/2020,COD2021-00038,Code Enforcement Case,Abated,4223 Bidwell Dr,501-968-15,4223 BIDWELL DR,FREMONT,94538,765 WATSON NYON CT 235 SAN,RAMON,CA,94582,"$209,344 ","$488,469 ","$697,813 "
7/9/2020,COD2021-00037,Code Enforcement Case,Abated,4238 Bidwell Dr,501-968-23,4238 BIDWELL DR,FREMONT,94538,377 LUNADA DR LOS,ALTOS,CA,94022,"$371,420 ","$562,436 ","$933,856 "
7/9/2020,COD2021-00036,Code Enforcement Case,Abated,40423 Laiolo Rd,525-966-9,40423 LAIOLO RD,FREMONT,94538,40423 LAIOLO RD,FREMONT,CA,94538,"$439,568 ","$334,071 ","$766,639 "
7/9/2020,COD2021-00035,Code Enforcement Case,Enforcement,4256 Alder Ave,501-221-97,4256 ALDER AVE,FREMONT,94536,2314 HIDDEN OAK DR,HAYWARD,CA,94541,"$148,582 ","$118,698 ","$267,280 "
7/9/2020,COD2021-00034,Code Enforcement Case,Abated,42864 Mission Blvd,513-402-3,42864 MISSION BLVD,FREMONT,94539,1980 WAYNE CIR SAN,JOSE,CA,95131,"$118,890 ","$277,410 ","$396,300 "
7/9/2020,COD2021-00033,Code Enforcement Case,Referred,43555 Grimmer Blvd # F244,,,,,,,,,,,
7/8/2020,COD2021-00023,Code Enforcement Case,Abated,4905 Omar St,525-973-22,4905 OMAR ST,FREMONT,94538,1810 BLACKFOOT DR,FREMONT,CA,94539,"$94,721 ","$114,498 ","$209,219 "
7/8/2020,COD2021-00024,Code Enforcement Case,Abated,42926 Everglades Park Dr,,,,,,,,,,,
7/8/2020,COD2021-00025,Code Enforcement Case,Abated,42962 Everglades Park Dr,525-1304-45,42962 EVERGLADES PARK DR,FREMONT,94538,42962 EVERGLADES PARK DR,FREMONT,CA,94538,"$30,770 ","$66,376 ","$97,146 "
7/8/2020,COD2021-00026,Code Enforcement Case,Abated,5585 Beau Ct,531-216-84,5585 BEAU CT,FREMONT,94538,42474 ROBERTS AVE,FREMONT,CA,94538,"$375,000 ","$575,000 ","$950,000 "
7/8/2020,COD2021-00027,Code Enforcement Case,Abated,39342 Mariposa Way,,,,,,,,,,,
7/8/2020,COD2021-00028,Code Enforcement Case,Abated,40151 Blanchard St,525-962-42,40151 BLANCHARD ST,FREMONT,94538,1472 GOMES RD,FREMONT,CA,94539,"$184,943 ","$431,534 ","$616,477 "
7/8/2020,COD2021-00029,Code Enforcement Case,Abated,4440 Decoto Rd,543-392-93-6,4440 DECOTO RD,FREMONT,94555,41268 VARGAS RD,FREMONT,CA,94539,"$67,254 ","$11,880 ","$79,134 "
7/8/2020,COD2021-00030,Code Enforcement Case,Abated,44800 Industrial Dr,,,,,,,,,,,
7/8/2020,COD2021-00031,Code Enforcement Case,Referred,1031 Walnut Ave,507-400-10-6,1031 WALNUT AVE,FREMONT,94536,4333 PARK TERRACE DR 100 WESTLAKE,VILLAGE,CA,91361,"$58,242,760 ","$81,349,999 ","$142,143,563 "
7/8/2020,COD2021-00032,Code Enforcement Case,Under Investigation,683 Chardonnay Dr,519-1695-12,683 CHARDONNAY DR,FREMONT,94539,683 CHARDONNAY DR,FREMONT,CA,94539,"$341,165 ","$800,441 ","$1,141,606 "
7/7/2020,COD2021-00022,Code Enforcement Case,Abated,5263 Colonial Park Ct,525-1305-18,5263 COLONIAL PARK CT,FREMONT,94538,5263 COLONIAL PARK CT,FREMONT,CA,94538,"$104,895 ","$194,587 ","$292,482 "
7/7/2020,COD2021-00021,Code Enforcement Case,Unfounded,42769 Fremont Blvd,525-1271-129,42769  BLVD,FREMONT,94538,42769  BLVD,FREMONT,CA,94538,"$73,692 ","$101,975 ","$175,667 "
7/7/2020,COD2021-00020,Code Enforcement Case,Unfounded,36035 Easterday Way,,,,,,,,,,,
7/7/2020,COD2021-00019,Code Enforcement Case,Unfounded,36025 Easterday Way,507-792-46-1,36025 EASTERDAY WAY,FREMONT,94536,36284 VIA EL PAIS BONITA,TEMECULA,CA,92592,"$238,998 ","$566,630 ","$798,628 "
7/7/2020,COD2021-00018,Code Enforcement Case,Unfounded,2555 Country Dr,501-1534-181,2555 COUNTRY DR,FREMONT,94536,18253 CHELMSFORD DR,CUPERTINO,CA,95014,"$102,242 ","$238,565 ","$340,807 "
7/7/2020,COD2021-00017,Code Enforcement Case,Abated,3369 Kipling Pl,501-1803-16,3369 KIPLING PL,FREMONT,94536,35003 LILAC LOOP UNION,CITY,CA,94587,"$23,988 ","$61,427 ","$78,415 "
7/7/2020,COD2021-00016,Code Enforcement Case,Abated,36828 Niles Blvd,507-245-2,36828 NILES BLVD,FREMONT,94536,36828 NILES BLVD,FREMONT,CA,94536,"$158,907 ","$370,784 ","$522,691 "
7/7/2020,COD2021-00015,Code Enforcement Case,Final Processing,4523 Macbeth Ave,543-419-28,4523 MACBETH AVE,FREMONT,94555,4523 MACBETH AVE,FREMONT,CA,94555,"$176,784 ","$412,497 ","$582,281 "
7/7/2020,COD2021-00014,Code Enforcement Case,Abated,,,,,,,,,,,,
7/7/2020,COD2021-00013,Code Enforcement Case,Abated,260 Goldenrain Ave,519-1199-82,260 GOLDENRAIN AVE,FREMONT,94539,260 GOLDENRAIN AVE,FREMONT,CA,94539,"$124,260 ","$270,202 ","$387,462 "
7/6/2020,COD2021-00012,Code Enforcement Case,Referred,40526 Robin St,525-977-6,40526 ROBIN ST,FREMONT,94538,40526 ROBIN ST,FREMONT,CA,94538,"$129,207 ","$392,182 ","$514,389 "
7/3/2020,COD2021-00011,Code Enforcement Case,Case Closed,40526 Robin St,525-977-6,40526 ROBIN ST,FREMONT,94538,40526 ROBIN ST,FREMONT,CA,94538,"$129,207 ","$392,182 ","$514,389 "
7/1/2020,COD2021-00001,Code Enforcement Case,Abated,39862 Sundale Dr,531-27-119,39862 SUNDALE DR,FREMONT,94538,5178 MOWRY AVE 192,FREMONT,CA,94538,"$219,781 ","$516,119 ","$728,900 "
7/1/2020,COD2021-00002,Code Enforcement Case,Abated,4942 Boone Dr,531-26-36,4942 BOONE DR,FREMONT,94538,4942 BOONE DR,FREMONT,CA,94538,"$416,160 ","$572,220 ","$981,380 "
7/1/2020,COD2021-00003,Code Enforcement Case,Abated,4941 Boone Dr,531-26-10,4941 BOONE DR,FREMONT,94538,1655 SOUTHGATE AVE DALY,CITY,CA,94015,"$104,123 ","$195,037 ",$0 
7/1/2020,COD2021-00010,Code Enforcement Case,Abated,175 Leal Way,525-1662-68,175 LEAL WAY,FREMONT,94539,175 LEAL WAY,FREMONT,CA,94539,"$289,692 ","$673,702 ","$956,394 "
7/1/2020,COD2021-00009,Code Enforcement Case,Abated,40090 Dolerita Ave,525-311-104,40090 DOLERITA AVE,FREMONT,94539,2646 BUTLER AVE LOS,ANGELES,CA,90064,"$45,250 ","$164,841 ","$210,091 "
7/1/2020,COD2021-00008,Code Enforcement Case,Abated,4575 Val St,525-965-34,4575 VAL ST,FREMONT,94538,4575 VAL ST,FREMONT,CA,94538,"$177,891 ","$415,079 ","$585,970 "
